Unnamed: 0,file,id,date_time,dur,media_id,audio_kmeans_lables,audio_kmeans_center_dis,audio_text
139,yga0721-20250604215252-1993435711610587,yga0721,2025-06-04 21:52:52,78.63,1993435711610590,5,0.9182829834087314,"(1) Upbeat, high-tempo music starts. A loud male voice enthusiastically introduces a topic. (2) A more aggressive and raspy male voice (from the masked character) speaks with a fast, comedic cadence. (3) A third male voice speaks with a mock-serious tone, followed by the sound of rapid-fire group discussion. (4) Loud sound effects including buzzers, shouting, and exaggerated laughter punctuating the speech. (5) A clear female voice enters the conversation with a firm and logical tone. (6) The video concludes with a loud group cheer and peak-volume upbeat music."
140,yga0721-20250721201254-25950549954575805,yga0721,2025-07-21 20:12:54,71.01,25950549954575800,5,0.9192503134936836,"(1) High-energy male vocals dominate the intro over upbeat, fast-tempo electronic background music. (2) A clear female voice takes over to explain the rules of Korfball in a professional yet friendly tone. (3) During the practice montage, various sound effects (SFX) like whistles, cartoonish 'whoosh' sounds, and bursts of laughter from the crowd are heard. (4) The audio transitions into intense match sounds, featuring the squeaking of sneakers on the court and rhythmic shouting. (5) A suspenseful musical sting plays during a missed shot, followed by a loud, collective 'Ohhh!' cheer and triumphant music when a goal is finally scored. (6) The video ends with clapping and congratulatory talk."
141,yga0721-20250606013050-1398393441780729,yga0721,2025-06-06 01:30:50,13.56,1398393441780730,5,0.9744708091928748,"(1) Fast-paced, upbeat electronic music plays. A female voice speaks in a conversational yet slightly annoyed tone. (2) The sound of a child repeatedly saying 'Bu yao' (No) in a high-pitched, melodic, and defiant tone, interspersed with adult female laughter. (3) A sudden cartoonish 'boing' sound effect followed by a laugh track. (4) High-energy female cheering and a loud, excited exclamation at the end as the music peaks."
142,yga0721-20250609090720-1402024218067507,yga0721,2025-06-09 09:07:20,47.28,1402024218067510,5,0.8938972947097112,"(1) A high-pitched, energetic male voice speaks in Taiwanese Hokkien and Mandarin, sounding excited and humorous. Faint upbeat background music plays. (2) Sounds of multiple people laughing together, including a distinct female laugh. (3) A second, slightly deeper male voice (the masked person) joins the conversation, responding to the first speaker. (4) The audio concludes with loud, collective laughter and the man in orange continuing his high-energy speech."
143,yga0721-20250629233447-1449591370216406,yga0721,2025-06-29 23:34:47,90.0,1449591370216410,0,0.8533777610991626,"(1) Energetic, upbeat background music starts immediately. A male voice speaks in a fast, humorous, and slightly mock-serious tone. (2) Sound effects (SFX) of objects being moved, clicking sounds as devices snap magnetically onto chargers, and water running in the kitchen are heard. (3) The vocal performance remains high-energy throughout, describing product features with emphasis on speed and convenience. (4) The music continues at a steady, high BPM, maintaining a cheerful and promotional atmosphere. (5) In the final phase, the man's voice becomes more direct and persuasive, peaking in excitement during the call to action for a group buy."
144,yga0721-20250728002308-741984545640716,yga0721,2025-07-28 00:23:08,76.54,741984545640716,1,1.0061629910123848,"(1) High-energy, upbeat electronic background music starts immediately. A male voice speaks very loudly and enthusiastically in a mix of Mandarin and Hokkien, with a high-pitched and persuasive tone. (2) The music remains continuous at a moderate volume while the creator's voice fluctuates in pitch and intensity as he shouts specific prices and discount percentages. (3) Sounds of clapping are heard intermittently, coinciding with the creator's physical clapping to emphasize excitement. (4) The audio concludes with a final enthusiastic summary and a call to action over the same consistent upbeat BGM."
145,yga0721-20250611065317-734448796165919,yga0721,2025-06-11 06:53:17,67.39,734448796165919,5,0.9254412631937584,"(1) Energetic male vocals in Mandarin speak enthusiastically accompanied by upbeat, mid-tempo electronic background music. (2) Sounds of chewing and the rustling of food packaging are audible as the challenge begins. (3) Occasional laughter and encouragement from off-screen voices can be heard throughout the eating process. (4) Sound effects such as a 'ding' and comedic 'whoosh' sounds punctuate key moments of the challenge. (5) The video concludes with the sound of cheering, clapping, and a triumphant musical swell."
146,yga0721-20250611065634-2360894914350137,yga0721,2025-06-11 06:56:34,10.73,2360894914350140,4,0.7117194747303844,"(1) Upbeat, high-tempo electronic background music starts immediately. (2) Rhythmic 'thump' or 'step' sound effects are played in perfect synchronization with each shoe transition on the screen. (3) As the person jumps into the frame at the end, a male vocal sample shouts 'Sexy!' and the music reaches a peak before cutting off."
147,yga0721-20250919011014-1414797209996996,yga0721,2025-09-19 01:10:14,70.55,1414797209997000,5,0.8676215105470007,"(1) Fast-paced, upbeat variety-show music plays. High-pitched screams and laughter from a woman and children are heard as the first attack happens. (2) Sound effects like a 'whoosh' for the bird's wings and a 'ding' for emphasis are added during replays. (3) A male voice (onscreen) explains in Mandarin about the cost of the fish, mentioning '150 Yen' and '30 NT dollars'. (4) The music shifts to a suspenseful, ticking sound as the male voice counts down from five to one. (5) Upon the second attack, loud shouting and chaotic laughter erupt. A child's voice is heard laughing and talking. (6) The music ends with a triumphant, regal trumpet flourish as the bird is shown at the end."
148,yga0721-20250613070422-1215001484101811,yga0721,2025-06-13 07:04:22,58.56,1215001484101810,5,0.9051533462436008,"(1) A male voice starts speaking in a conversational, humorous tone over quiet studio ambience. (2) Another male voice excitedly shouts 'Freedom!', followed by the sound of a woman laughing. (3) A third male voice joins the conversation with a slightly deeper, more relaxed tone. (4) Short music clips begin to play: first, the intro to 'Hotel California' as the second male voice sings the lyrics. (5) Then, a clip of 'Country Roads' plays as the third voice sings along. (6) Throughout the video, there is constant banter, background laughter, and occasional sound effects like a subtle chime for text appearance. (7) The audio remains clear with a studio-recorded quality."
149,yga0721-20250616013144-874494918837112,yga0721,2025-06-16 01:31:44,30.14,874494918837112,5,0.7993857697488213,"(1) High-tempo upbeat electronic music starts. Loud, high-pitched laughter from a female and a boisterous male voice shouting excitedly. (2) A cartoonish 'boing' sound effect plays when the toy falls, followed by more loud laughter. (3) The music continues at a steady pace while the male voice expresses mock outrage and the female voice giggles continuously. (4) A final chime sound effect plays as the music remains upbeat through the end."
150,yga0721-20250619155016-5187689608122001,yga0721,2025-06-19 15:50:16,83.87,5187689608122000,0,0.7540353035899086,"(1) Fast-paced, upbeat electronic background music begins immediately. A male voice speaks in a high-pitched, energetic, and rapid-fire tone in Mandarin and Taiwanese. (2) Occasional 'ding' and 'pop' sound effects punctuate the transitions between product features. (3) The music remains consistent in tempo as a female voice joins, speaking in a friendly and informative tone during the middle segment. (4) Ambient noise is minimal, suggesting a controlled indoor environment or studio-quality recording. (5) The video ends with the male voice shouting enthusiastically over the peaking volume of the BGM."
151,yga0721-20250628071940-2068888097298707,yga0721,2025-06-28 07:19:40,66.74,2068888097298710,5,0.8889272400719231,"(1) A male voice speaks clearly with an enthusiastic tone, accompanied by the natural echo of a large room. (2) Upbeat, fast-paced comical BGM begins. (3) The sound of feet scuffing on mats and the occasional 'swoosh' of a saber is heard. (4) Frequent female laughter and high-pitched exclamations occur during failed movement attempts. (5) Cartoonish sound effects (SFX) such as 'ding' and 'slide' sounds are added to emphasize comical moments. (6) The BGM remains consistent through the transitions between different people practicing. (7) Ends with loud collective laughter and a few concluding remarks."
152,yga0721-20250627230621-1613223593356507,yga0721,2025-06-27 23:06:21,65.62,1613223593356510,5,0.9611061946741052,"(1) Fast-paced, upbeat electronic background music begins immediately alongside high-energy male voices speaking in Mandarin. (2) The soundscape transitions to include ambient factory hums and the rustling of cleanroom suits as multiple voices (male and female) engage in a lively, humorous conversation filled with laughter. (3) Frequent sound effects (SFX) like dings, pops, and cartoonish emphasize-accents are layered over the dialogue. (4) Slurping sounds and vocal exclamations of enjoyment occur during the eating scenes. (5) The music swells slightly as a final direct-to-camera speech is delivered with high vocal intensity."
153,yga0721-20250630124033-1085900153665565,yga0721,2025-06-30 12:40:33,55.96,1085900153665560,5,0.9469452788227372,"(1) A clear male voice is heard speaking in Mandarin with an expressive, slightly frustrated yet conversational tone. No background music is present initially. (2) A second, lower-pitched male voice enters, sounding playful and teasing. (3) A female voice is heard laughing loudly in the background, joining the conversation. (4) The audio remains vocal-centric throughout with very clean studio quality, ending with a group laughing and a subtle sound effect as the promotional text appears."
154,yga0721-20250723133158-905280195794320,yga0721,2025-07-23 13:31:58,88.33,905280195794320,0,0.8484720730196129,"(1) Upbeat, high-tempo electronic background music plays. A male voice speaks with high energy, rhythmically listing fruit names in Mandarin. (2) Sound effects like 'pop' and 'ting' occur during text overlays, followed by a burst of canned applause SFX. (3) A female voice enters with a bright tone, interacting with the male speaker about gift items. (4) The music and vocals continue at a high-density pace until the end."
155,yga0721-20250629100015-4466633000236611,yga0721,2025-06-29 10:00:15,13.89,4466633000236610,4,0.7894738283864298,"(1) Upbeat K-pop music with a female vocal and a rhythmic electronic beat begins immediately. (2) The music continues steadily as the main subject stands and gestures. (3) A deep, synthesized male voice says 'Slow down' exactly as the subject begins to sit. (4) The music transitions into a melodic chorus with the same female vocal until the end of the video."
156,yga0721-20250708005459-25531643466507774,yga0721,2025-07-08 00:54:59,40.68,25531643466507800,4,0.8836823218315637,"(1) A soft, melodic Japanese pop ballad begins with gentle acoustic guitar and piano. A male vocalist sings in a high-pitched, emotional, and steady tone. (2) The music continues at a slow tempo throughout the entire video, creating a nostalgic and romantic atmosphere. (3) No ambient noises from the street, cafe, or mall are audible; the music completely dominates the audio track. (4) No sound effects or on-screen speech are detected."
157,yga0721-20250711010622-1551087129303341,yga0721,2025-07-11 01:06:22,89.91,1551087129303340,0,0.8095893202183041,"(1) High-energy, upbeat electronic pop music plays immediately while a female voice is heard complaining in a high pitch, followed by a very enthusiastic and fast-paced male voice responding. (2) The male voice remains the dominant audio feature throughout, speaking in a loud, persuasive, and rapid tone to narrate the product features. (3) During the transition to the kitchen, sound effects of mechanical whirring and 'ding' sounds are synchronized with the text and machine usage. (4) The background music continues at a steady, driving tempo as the male voice describes product specifications. (5) The video concludes with the male voice shouting a call to action over the continuing upbeat BGM."
158,yga0721-20250706214259-1696376831333422,yga0721,2025-07-06 21:42:59,72.36,1696376831333420,5,0.9321572635666854,"(1) The audio starts with a high-energy, fast-paced male voice speaking in Mandarin, accompanied by rhythmic, upbeat background music. Occasional laughter and brief responses from a woman and a deeper male voice are heard. (2) Sound effects including cheering crowds and applause are layered over the dialogue. (3) The audio then transitions into a full musical track, a pop-rock song featuring a female vocalist singing in Mandarin. (4) The song remains the dominant audio layer through the rest of the video, ending with a final drum beat."
159,yga0721-20250706123635-2100026870760104,yga0721,2025-07-06 12:36:35,59.26,2100026870760100,4,0.9293109948773332,"(1) Upbeat Mandopop/Rock music begins immediately, featuring high-pitched and energetic female vocals. (2) The acoustic environment is dominated by studio-recorded music with clear electric guitar riffs and a steady drum beat. (3) No ambient noise or significant sound effects are heard; the audio is a continuous, high-quality music track. (4) The vocals remain consistent in tone, expressing a bright and emotional theme throughout the clip."
160,yga0721-20250718012706-25955036230759552,yga0721,2025-07-18 01:27:06,56.01,25955036230759600,4,0.9589996650572142,"(1) Upbeat, high-energy rock music starts immediately featuring a male vocal singing in an expressive, slightly strained tone. (2) The instrumentation includes driving electric guitars and a steady drum kit. (3) The intensity of the music remains consistent through the middle section with the male vocals hitting higher notes. (4) Towards the end, the full rock arrangement cuts out, replaced by a soft, melodic acoustic guitar strumming and gentle 'la la la' humming. (5) No ambient environmental sounds or specific sound effects are audible over the music production."
161,yga0721-20250711025747-881024924693052,yga0721,2025-07-11 02:57:47,52.8,881024924693052,1,0.920408581766502,"(1) Upbeat, playful background music starts. A woman's voice speaks in a friendly, contemplative tone. (2) A man's voice enters, laughing loudly and speaking with high energy and confidence. The two engage in a conversational back-and-forth. (3) The music maintains a steady, cheerful tempo as the man's voice transitions into an enthusiastic promotional tone. (4) Sound effects of small objects (beads) being poured and a washing machine door closing are heard. (5) The male narrator's voice becomes instructional, explaining benefits with clear articulation. (6) The video ends with a synchronized or alternating upbeat closing statement from both speakers over the continuing music."
162,yga0721-20250712050033-783573714778400,yga0721,2025-07-12 05:00:33,50.99,783573714778400,6,0.9705379407967574,"(1) A melancholic piano melody starts, setting a sad tone. (2) A male voice begins singing a ballad in Mandarin Chinese with a soulful and emotional delivery. (3) The music intensifies with the addition of drums and strings as the vocal pitch rises. (4) The audio fades out with a final piano chord and very soft ambient wind noise."
163,yga0721-20250706163809-2087360868696909,yga0721,2025-07-06 16:38:09,77.46,2087360868696910,5,0.8859726624216305,"(1) The audio begins with loud, overlapping voices of people talking and laughing in an indoor setting. (2) An upbeat, fast-tempo electronic pop BGM enters as a male voice starts announcing numbers and names in an energetic tone. (3) The soundscape is dominated by loud, collective cheering, clapping, and shouting ""Yeah!"" and ""Wah!"" as the announcements conclude. (4) The male voice continues to speak over the cheering, mentioning monetary amounts, while the celebratory atmosphere remains constant until the end."
164,yga0721-20250710113531-1800633310644500,yga0721,2025-07-10 11:35:31,88.24,1800633310644500,0,0.9685420959179302,"(1) Upbeat, high-tempo pop-rock music with a strong drum beat begins immediately. A male voice speaks in an excited, high-pitched tone, announcing a 24-hour round-the-island challenge. (2) The music continues as a consistent backdrop while wind noise and the faint hum of scooter engines are heard during riding sequences. (3) Vocal interactions increase with the female voice laughing and the male voice shouting milestones. (4) During an emergency segment, a rhythmic alarm-like sound effect (SFX) is layered over the music. (5) The video ends with loud cheering, high-fives sounds, and a final enthusiastic summary from the male speaker as the music reaches a crescendo."
165,yga0721-20251119153452-781186238348935,yga0721,2025-11-19 15:34:52,58.84,781186238348935,5,0.9209593288613236,"(1) An upbeat, high-tempo electronic instrumental track starts immediately. A female voice begins singing in Mandarin with extremely rapid delivery and a bright, energetic tone. (2) The vocal intensity remains high as the singer navigates complex melodic runs synchronized with the heavy beat. (3) A male voice enters, providing loud, rhythmic shouts and exaggerated vocalizations that match the comedic energy of the music. (4) The singing ends with a sustained high-pitched note, followed by a brief period of the electronic beat before fading into ambient studio sound."
166,yga0721-20250725073712-1646308060054770,yga0721,2025-07-25 07:37:12,58.47,1646308060054770,5,0.9283088733292716,"(1) A male voice speaks in a conversational tone mentioning currency and prices. (2) A second, more energetic male voice enters, laughing loudly and mentioning 'hahababy' and specific price points. (3) A female voice joins the soundscape with high-pitched laughter. (4) The audio concludes with a mixture of loud, synchronized group laughter and fast-paced dialogue about brand logos."
167,yga0721-20250802031151-2098540644236064,yga0721,2025-08-02 03:11:51,26.89,2098540644236060,5,0.9376190848750208,"(1) Upbeat, rhythmic electronic background music starts alongside a male child's voice chanting in a rhythmic, cadence-heavy manner. (2) The chanting continues with high energy and consistent volume, following the beat of the music. (3) The chanting ends with a loud 'Yay!' cheer and the sound of children laughing before the audio stops."
168,yga0721-20250911190449-26406887015602079,yga0721,2025-09-11 19:04:49,48.39,26406887015602100,5,0.9589305506918188,"(1) Upbeat, fast-tempo electronic music starts with a repetitive vocal hook that sounds like ""num num num num"" synced to the eating motions. (2) The music continues at a steady volume while the man makes faint exaggerated munching sounds. (3) Ambient restaurant noise becomes audible, including the clinking of dishes and the high-pitched laughter of a child. (4) The man speaks briefly in a playful, joking tone toward the child as the music fades slightly in the background."
169,yga0721-20250804225118-866453429346134,yga0721,2025-08-04 22:51:18,53.83,866453429346134,5,0.8214497486849514,"(1) The audio starts with loud, thunderous splashing sounds followed by immediate, high-pitched screams and cheers from a large crowd. (2) A calm, melodic J-pop song with soft piano and male vocals plays briefly during the 'expectation' segment. (3) The audio cuts back to the intense roar of water and chaotic crowd noise. A male voice (off-screen) is heard shouting in Mandarin, laughing and saying phrases like 'Alright, alright!', 'Too much!', and 'Tsunami!'. (4) The sounds of wet plastic raincoats rustling and water slapping against the seats are prominent. (5) The video ends with continued laughter and the sound of the orca surfacing."
170,yga0721-20250715162131-2896557257348821,yga0721,2025-07-15 16:21:31,89.86,2896557257348820,0,0.7785431891344903,"(1) Energetic, fast-paced electronic background music starts immediately. A man speaks loudly and animatedly in a mix of Mandarin and Taiwanese Hokkien, sounding like he is complaining. (2) Frequent 'whoosh' and 'ding' sound effects coincide with text popping up on screen. (3) The tone shifts to high-pitched enthusiasm as the man introduces the scalp treatment product. (4) A male narrator's voice takes over during the product demonstration, explaining the benefits in a clear, persuasive tone over the same upbeat music. (5) A sharp scratching sound effect plays during the brief shot of a woman scratching her head. (6) The video ends with a punchy delivery of the brand name and promotion dates."
171,yga0721-20251202103731-25494526250250449,yga0721,2025-12-02 10:37:31,69.29,25494526250250400,5,0.9635323509896632,"(1) The video opens with a loud, upbeat rock music intro featuring distorted electric guitars and high-tempo drums. (2) A female vocal enters, singing in a powerful, slightly raspy, and soulful tone in Taiwanese Hokkien. The vocal volume is high, dominating the soundscape. (3) The rock instrumentation remains consistent, maintaining a driving energy throughout the song. (4) In the final seconds, the music continues as the female voice shouts motivational call-outs ('People in the back!', 'Friends on the 3rd floor!') mimicking a live concert atmosphere, followed by a final vocal flourish."
172,yga0721-20250719104325-1458608025866010,yga0721,2025-07-19 10:43:25,57.08,1458608025866010,5,0.9333606128615102,"(1) Upbeat and energetic electronic background music plays from the beginning. A male voice speaks loudly and enthusiastically, joined by female voices in a conversational tone. (2) The man's voice dominates, expressing surprise at the emptiness of the streets. (3) A child's voice is heard expressing skepticism and then wonder. (4) Sound of liquid pouring is audible as the faucet is turned. (5) The music continues at a steady, happy tempo until the video concludes with the sounds of the group laughing and chatting."
173,yga0721-20250806214413-1408898277454591,yga0721,2025-08-06 21:44:13,27.91,1408898277454590,3,0.9708467092827268,"(1) Upbeat, fast-paced background music begins immediately alongside an energetic male voice speaking Mandarin. (2) As the male voice continues to describe the items enthusiastically, faint ambient noise from the convenience store and occasional female laughter can be heard in the background. (3) The vocal intensity remains high until the end of the recording, with the music maintaining a steady, poppy rhythm throughout."
174,yga0721-20260117032651-3251586911683343,yga0721,2026-01-17 03:26:51,62.09,3251586911683340,5,0.8742921641560903,"(1) Upbeat, fast-paced background music plays throughout. A female voice (on-screen) and a male voice (off-screen) engage in energetic, humorous dialogue in Mandarin and Hokkien. (2) The sounds of rustling paper and drawers opening are layered over the voices. (3) Electronic bleep sound effects are used twice to censor specific spoken content. (4) The audio maintains a high-energy, comedic tone with frequent laughter from both speakers."
175,yga0721-20251019035212-914954481483519,yga0721,2025-10-19 03:52:12,243.12,914954481483519,0,0.8414105090657961,"(1) The audio begins with a gentle piano intro followed immediately by a male voice singing in a breathy, emotional tone characteristic of Yoga Lin. (2) The soundscape expands with the addition of acoustic guitar strumming as the vocals become more powerful and reach higher pitches during the chorus. (3) Intermittent reactions, such as soft laughter or brief verbal cues from a female voice, occur over the music. (4) The song concludes with a slow piano fade and a brief spoken interaction."
176,yga0721-20250730203416-1397359574748953,yga0721,2025-07-30 20:34:16,64.74,1397359574748950,1,0.9662438855635757,"(1) Fast-paced, upbeat electronic background music plays. A male voice is high-pitched, loud, and speaking very rapidly. (2) The sound of a pump being pressed and water splashing is heard as the man washes his face. (3) In the bathroom, the acoustics change to include natural reverb from the tiled environment along with the sound of running water. (4) A second, calmer female voice enters as she interacts with the man. (5) The music continues at a steady energy until the man's voice shifts to a tone of physical discomfort at the end."
177,yga0721-20260114184559-903147928866353,yga0721,2026-01-14 18:45:59,63.35,903147928866353,5,0.8806147289823301,"(1) The video starts with upbeat, high-tempo electronic background music and a male voice speaking in an excited, slightly breathless tone. (2) As the man sits on the platform, the BGM continues at a lower volume, layered with ambient wind noise and the man's conversational dialogue with a child. (3) During the ziplining sequence, loud wind noise and the mechanical whirring of the pulley on the cable become dominant. There are multiple instances of loud, high-pitched shouting and laughter from both a male and a female voice. (4) The music swells towards the end, coinciding with celebratory exclamations from the speaker as he finishes the ride."
178,yga0721-20250728184551-1535225580900095,yga0721,2025-07-28 18:45:51,89.12,1535225580900090,0,0.8652564785121875,"(1) Fast-paced, high-pitched male vocals dominate the audio, speaking in a very energetic and humorous tone. (2) Upbeat electronic background music with a steady drum beat plays continuously, occasionally punctuated by cartoon-style sound effects like dings and whooshes. (3) During food segments, the sound of slurping and satisfied vocalizations are audible. (4) Ambient noise includes the faint sounds of street traffic and indoor echoes typical of retail shops."
179,yga0721-20250727052450-1916318729761730,yga0721,2025-07-27 05:24:50,85.64,1916318729761730,0,0.8495304549460322,"(1) High-energy, upbeat background music starts immediately with a fast tempo. (2) A male voice speaks very loudly and excitedly, explaining the concept of the 'Birthday Cafe'. (3) Occasional responses and laughter from a female voice are heard, acting as a supporting dialogue. (4) Various sound effects like camera shutters and chime sounds are used during scene transitions. (5) The music remains consistent in volume and style throughout the video, maintaining a festive atmosphere."
180,yga0721-20250729230027-1574700413751901,yga0721,2025-07-29 23:00:27,82.06,1574700413751900,0,0.832214043823193,"(1) The audio begins with an upbeat, medium-tempo electronic background track that remains constant throughout the video. (2) A female voice is heard speaking enthusiastically in Mandarin, recounting a story with high energy and varied intonation. (3) A male voice interjects with humorous comments and laughter, followed by a second female voice joining in the laughter. (4) Frequent sound effects are used, including a 'ding-dong' doorbell sound and a recurring canned laughter track to highlight comedic moments in the story. (5) The music fades out slightly as the vocal intensity peaks during the punchline of the anecdote."
181,yga0721-20250830085646-1641900773486005,yga0721,2025-08-30 08:56:46,89.21,1641900773486000,0,0.8742782182511584,"(1) Fast-paced, upbeat background music starts immediately with a driving rhythm. A loud, high-pitched male voice shouts enthusiastically in Mandarin and Taiwanese Hokkien. (2) Throughout the video, the main male vocal maintains a very high energy level, shouting promotional catchphrases. Occasional SFX like 'ding' sounds, whooshing transitions, and crowd cheering are heard. (3) A second, calmer male voice provides a more informative narration over product close-ups towards the end, while the upbeat BGM continues. (4) The audio concludes with a synchronized group cheer and a final motivational shout."
182,yga0721-20250728102646-1257482552967972,yga0721,2025-07-28 10:26:46,79.46,1257482552967970,5,0.9111831435224912,"(1) High-energy shouting and group cheering accompanied by upbeat, fast-tempo background music with a festive, comedic tone. (2) Sounds of dialogue in Mandarin, laughing, and the rustling of paper decorations. (3) The sound of running water and splashing in a bathtub as people chat excitedly. (4) Loud screaming and shouting as the man tries to run away, followed by the sound of rapid footsteps and the elevator chime. (5) Continuous laughter and playful shouting as the group carries the man; the music reaches a peak with sound effects like 'ding' or comic 'boing' sounds. (6) The man's voice is heard laughing and saying it feels comfortable while lying in the water, with the music fading into a light, happy melody."
183,yga0721-20250805082209-824914737270954,yga0721,2025-08-05 08:22:09,79.18,824914737270954,5,0.8984737484633223,"(1) The audio starts with high-energy, upbeat electronic background music accompanied by loud, high-pitched cheering and screaming from a crowd. (2) As the man starts running, fast-paced 'whoosh' and 'swish' sound effects are added to emphasize speed. (3) The music maintains a fast tempo during the chase sequence, with occasional loud ambient airport noises and the rattling of the stroller. (4) In the car, the music softens, and a male voice (adult) talks excitedly to a male child voice, who laughs and responds in a high-pitched, happy tone. (5) The video ends with a comedic 'failure' sound effect (a descending slide whistle or horn sound) during the final group photo."
184,yga0721-20250907160259-1433663305146799,yga0721,2025-09-07 16:02:59,79.69,1433663305146800,5,0.9634034415877024,"(1) A high-pitched, energetic male voice starts the dialogue immediately, speaking in a rapid and humorous tone; no background music is detected. (2) A second male voice interjects with a loud, surprised exclamation, creating a sense of dynamic interaction. (3) A female voice enters the conversation, maintaining a calm but engaged tone while providing details. (4) The audio environment is consistent with a studio recording, featuring clear vocals with minimal ambient noise, occasionally punctuated by sharp laughter from the participants."
185,yga0721-20250731003224-2306346656531665,yga0721,2025-07-31 00:32:24,236.61,2306346656531660,0,0.9597861766584552,"(1) A male voice begins singing a melodic Mandarin ballad with a soulful and emotional tone. The background music is a studio-quality arrangement featuring piano and light percussion. (2) There are intervals where the male and female voices engage in casual, friendly conversation in Mandarin, sounding like a typical podcast interaction. (3) The audio remains clear and professionally mixed throughout, with the vocals having a high ratio compared to the background music. (4) No significant ambient street noise is heard despite the dashcam visual, indicating the audio is strictly from the studio environment."
186,yga0721-20250806204259-1470864631424770,yga0721,2025-08-06 20:42:59,89.72,1470864631424770,0,0.8704213742964786,"(1) Upbeat, energetic pop music starts immediately. A male voice speaks in a loud, fast-paced, and enthusiastic tone. (2) Sound effects like 'whooshes' and 'dings' punctuate scene transitions and key points. (3) As the man describes the fan's features, the music continues at a steady, high-BPM rhythm. (4) Occasional short vocal interjections from a woman are heard during the skit portions. (5) The audio remains clear and professional, suggesting studio recording or high-quality field recording for the voiceover."
187,yga0721-20250806183204-982280837529664,yga0721,2025-08-06 18:32:04,80.99,982280837529664,0,0.839221946484698,"(1) High-tempo, upbeat electronic background music plays. A male voice speaks in a loud, energetic, and slightly mischievous Mandarin tone. (2) Ambient wind noise is heard during the outdoor scenes, followed by the sound of footsteps on a hard floor. (3) As the location shifts indoors, the soundscape includes muffled crowd chatter and distant public announcements. (4) Cartoon-style sound effects (SFX) such as 'dings' and 'swishes' play when text overlays appear or when the money is dropped. (5) The vocals become hushed and excited as the duo hides and watches the couple. (6) The music transitions into a more rhythmic pop style with a steady beat during the drink-handing sequence, eventually becoming softer in the final shop scene."
188,yga0721-20250806111807-1262603739046124,yga0721,2025-08-06 11:18:07,62.28,1262603739046120,5,0.9360861063858922,"(1) A male voice (masked) initiates a conversation about influencer collaborations in a questioning tone. (2) The soundscape is dominated by loud, frequent bursts of laughter from a second male voice, accompanied by the sounds of eating and chopsticks hitting a bowl. (3) Upbeat, medium-tempo background music plays throughout, providing a cheerful atmosphere. (4) A third male voice speaks clearly and professionally, describing a specific business collaboration, while the other participants react with vocal agreement and more laughter."
189,yga0721-20250814134808-1234004988869747,yga0721,2025-08-14 13:48:08,89.82,1234004988869750,0,0.880219360472012,"(1) Upbeat, high-tempo electronic background music with a strong beat begins immediately. A male voice speaks rapidly and excitedly. (2) Ambient shop sounds are heard, including the low hum of people and the clicking of display cases. (3) Multiple female voices join in, laughing and making high-pitched 'Mmm' sounds of approval. (4) A loud clapping sound effect (SFX) and a 'ding' sound are used to emphasize moments of food tasting. (5) The staff member's voice is heard, speaking in a professional yet friendly tone about ingredients. (6) The music remains consistent in volume until the end, where the male creator's voice becomes more rhythmic, emphasizing a call to action."
190,yga0721-20250807095722-1838233604230111,yga0721,2025-08-07 09:57:22,89.86,1838233604230110,0,0.8062596901162651,"(1) Fast-paced, upbeat electronic background music starts immediately. A high-pitched, energetic male voice speaks loudly in Mandarin, greeting the audience. (2) The sound of outdoor ambiance like bird chirping is heard faintly beneath the music. (3) As the man describes the power station and AC, sharp sound effects (SFX) like 'clicks' and 'dings' accompany the text overlays. (4) The female characters provide occasional short, excited verbal reactions. (5) The sound of liquid pouring and the mechanical hum of the machines are audible during close-ups. (6) The music remains continuous and maintains a high tempo until the end."
191,yga0721-20250806115252-1380261233365490,yga0721,2025-08-06 11:52:52,81.92,1380261233365490,0,0.8186110889004058,"(1) A male voice speaks rapidly and with high energy, narrating a financial summary. Upbeat, rhythmic background music with a steady electronic beat plays throughout. (2) Frequent sound effects are heard, including rhythmic clapping, sharp 'ding' sounds coinciding with text appearances, and a 'boing' meme sound effect. (3) A female voice enters intermittently, providing supplementary information in a calm but engaged tone. (4) The overall audio is clear studio-quality recording with minimal ambient noise."
192,yga0721-20250807022618-751080864325860,yga0721,2025-08-07 02:26:18,70.55,751080864325860,5,0.9524921305960752,"(1) Upbeat, medium-tempo electronic background music starts alongside a male voice speaking in a fast, energetic tone. (2) A sharp 'ding' sound effect plays to emphasize a point, followed by the sound of a woman's laughter in the background. (3) As the male speaker's tone becomes more sarcastic and high-pitched, occasional meme-style sound effects are layered over the music. (4) The audio concludes with a mix of the male's loud laughter and the fade-out of the BGM."
193,yga0721-20250807001910-1405927801032612,yga0721,2025-08-07 00:19:10,82.34,1405927801032610,0,0.843541336546731,"(1) A male voice speaks rapidly with a persuasive and slightly aggressive tone in a mix of Mandarin and Taiwanese Hokkien. (2) An upbeat, electronic background track with a steady rhythm plays continuously. (3) Periodic 'ding' and 'swish' sound effects accompany text transitions. (4) Near the end, the audio includes ambient sounds of off-screen voices laughing and clapping along with the main speaker."
