file,audio_kmeans_lables,label,text,id
cocowine0205-20260210004256-2353094828487455,0,High-tempo Music,"(1) High-energy, upbeat, and fast-paced background music begins immediately and continues throughout the video. (2) A male voice provides a rapid-fire narration, announcing the name of each product and its discounted price in perfect synchronization with the visual cuts. (3) The vocal tone is enthusiastic, professional, and consistent with variety show-style commentary. (4) There is no detectable ambient noise or environmental sound from the warehouse, indicating a studio-recorded voiceover overlaying the music.",cocowine0205
cocowine0205-20250720220204-2071077387084316,0,High-tempo Music,"(1) Upbeat, high-tempo pop music starts. A high-pitched, energetic female voice introduces the product in Mandarin. (2) Music continues as the narrator describes the ingredients. The sound of plastic packaging crinkling is heard. (3) The acoustic environment changes to a room with slight reverb. Sounds of chewing and utensils hitting plates are prominent. A sudden, loud cough is heard from the main speaker. (4) Music remains steady as the voice expresses strong approval and concludes the review.",cocowine0205
cocowine0205-20250821143305-1431467961154579,0,High-tempo Music,"(1) Upbeat, high-tempo pop music begins immediately. A high-pitched, energetic female voice asks a question about what to buy at Costco. (2) The same upbeat BGM continues as a female narrator provides details about a juice product, including ingredients and price. Sounds of liquid pouring and glass clinking are heard. (3) The narration shifts to describing the food item, with rhythmic chewing sounds and satisfied 'mmm' vocalizations layered over the music. (4) The voice becomes more instructional and persuasive while discussing the shampoo, accompanied by the sound of running water and squelching soap suds. (5) The music reaches a peak during the 'before and after' reveal and then maintains a steady rhythm until the women say a final goodbye and the audio fades.",cocowine0205
cocowine0205-20250921171508-1462546448771413,0,High-tempo Music,"(1) Upbeat, high-tempo pop music starts playing immediately. A high-pitched, enthusiastic female voice begins speaking in Mandarin, mentioning 'Costco' and 'Disney' and highlighting the 'cheapest and cutest puzzles.' (2) The same voice continues, explaining the product details, including the price of 635 dollars and the count of 20 boxes. The pace of speech is fast and energetic. (3) A second female voice is heard briefly, agreeing and adding comments about the small size and gifting potential. Ambient noise of a large retail environment is subtly audible in the background. (4) The main speaker concludes with a final recommendation as the music maintains its energetic tone until the end.",cocowine0205
cocowine0205-20251204204429-2254585655071764,0,High-tempo Music,"(1) Upbeat, high-tempo pop music begins immediately. A female voice speaks in an excited, high-pitched tone about a 'Black Friday' deal and a price of 63 dollars. (2) The main speaker continues to describe the details of the tableware. A second female voice is heard off-screen reacting with enthusiastic interjections like 'Wow' and 'So cute'. Ceramic clinking sound effects (SFX) are audible as the items are handled. (3) The music and vocals maintain a consistent, energetic level through the end of the clip as the speaker summarizes the value of the set.",cocowine0205
cocowine0205-20251204005039-1953966705472237,0,High-tempo Music,"(1) A high-pitched, energetic male voice immediately starts speaking at a very fast pace, introducing the shopping report. Fast-tempo electronic background music starts playing simultaneously. (2) As the narrator lists each product and its price, the audio is a continuous stream of rapid speech synced with the visual cuts. (3) No ambient warehouse noise is audible as the studio-quality voiceover and background music dominate the soundscape. (4) The audio concludes with a brief call to action as the music fades.",cocowine0205
cocowine0205-20251228185010-1458701705963474,0,High-tempo Music,"(1) A high-energy, fast-paced electronic background track begins and remains continuous throughout the video. (2) A male narrator speaks extremely rapidly in Mandarin, listing off product names and their specific discount details. (3) The audio delivery is consistent in its intensity, with no ambient noise or sound effects interrupting the flow of music and narration.",cocowine0205
cocowine0205-20260104224805-880566034807412,0,High-tempo Music,"(1) Upbeat, fast-paced electronic background music begins immediately. A male voice enthusiastically introduces the Costco weekly discount report. (2) As each product appears visually, the male narrator quickly reads the product name and its sale price. The timing of the speech is tightly synchronized with the visual transitions. (3) The music maintains a constant high tempo throughout the entire duration, and the narration remains continuous and energetic until the end of the video.",cocowine0205
3ctim-20260116160835-1477197987405906,0,High-tempo Music,"(1) The sound starts with intense, high-pitched screaming from a large crowd mixed with a heavy, fast-tempo hip-hop beat featuring deep bass and electronic synths. (2) A female voice shouts 'Taipei wo ai ni!' in a high-energy tone, followed by melodic singing and rapid-fire rapping by multiple female vocalists. (3) The music maintains a constant, aggressive rhythm with percussive hits synced to the beat. (4) The track concludes with a final vocal flourish and sustained crowd cheering as the music cuts out.",3ctim
3ctim-20251008143441-1676041083552477,0,High-tempo Music,"(1) The audio starts with high-energy, upbeat pop music featuring a prominent bassline and synth brass hits. A male vocalist is heard singing and rapping with an excited, professional tone. (2) The soundscape is dominated by the live performance audio, including loud, rhythmic percussion and the artist's clear vocals, which maintain a fast pace. (3) Throughout the clip, significant ambient noise from a large crowd cheering and screaming is audible, creating a live concert atmosphere with slight echo/reverb characteristic of an arena.",3ctim
3ctim-20250909034239-1447610416711576,0,High-tempo Music,"(1) Upbeat, high-tempo pop music begins immediately. A high-pitched, enthusiastic male voice speaks in Mandarin, introducing the topic of Tokyo Tower photo spots. (2) The music continues as the male voice describes different locations; occasional ambient street noise is audible but very low. (3) A female voice enters briefly, speaking in a friendly and clear tone, describing the hotel room view. (4) Sound effects (SFX) of a camera shutter clicking are heard repeatedly during the final photo montage as the music reaches its peak before cutting out.",3ctim
3ctim-20250909200219-933846035773803,0,High-tempo Music,"(1) Fast-paced, upbeat synth-pop background music begins immediately. A male voice speaks in Mandarin with a high-pitched, energetic tone. (2) As the man shows the phone mockups, a second, slightly deeper male voice (off-screen) is heard briefly responding to his statements. (3) Sound effects (SFX) like dings, pops, and camera shutters accompany the appearance of text and stickers on screen. (4) The music remains constant in volume and tempo as the scene shifts to the store environment. (5) The main vocal becomes more rapid and persuasive during the final call to action, ending with a final chime SFX.",3ctim
3ctim-20250915172644-1164545035648547,0,High-tempo Music,"(1) Fast-paced, upbeat electronic background music begins immediately, accompanied by an energetic male voice-over in Mandarin. (2) As the unboxing starts, the music maintains a consistent, high-tempo rhythm while the narrator lists technical specifications. (3) Occasional 'whoosh' and 'ding' sound effects are synchronized with the appearance of text overlays on the screen. (4) The vocal density is high throughout, with the music fading slightly in the final seconds as the creator delivers a concluding call-to-action.",3ctim
3ctim-20250928184048-1670787694081538,0,High-tempo Music,"(1) A high-energy, upbeat trap-pop song with male vocals starts immediately and continues throughout the entire duration. (2) The music has a heavy rhythmic beat with electronic percussion. (3) No ambient street noises, traffic sounds, or human voices from the queue are audible, indicating the audio track is a post-production overlay. (4) The volume remains constant without any fading or transitions.",3ctim
3ctim-20251008201302-1271101254942180,0,High-tempo Music,"(1) The audio begins with loud, high-energy hip-hop music featuring a heavy bass beat and synthesized melodies. A male voice is rapping aggressively in Korean. (2) As the music continues, the sound of a large crowd cheering and screaming is clearly audible, mixing with the amplified music. (3) The rapping remains consistent in pace and intensity, with rhythmic cues matching visual stage effects like fire bursts and lighting changes.",3ctim
yga0721-20250502174002-1261264749196499,1,Energetic Dialogue,"(1) No background music is present. High-pitched child's laughter and a male adult's voice are heard in conversation. The male's voice is encouraging and amused. (2) The child repeatedly says '跨年' (stepping over the year) and laughs. The adult male provides commentary and laughs loudly. (3) As the woman appears, her voice joins in, also saying '跨年'. (4) The audio reaches a peak of excitement with multiple voices shouting '新年快樂' (Happy New Year) accompanied by the sounds of clapping and frantic hand movements hitting the air.",yga0721
yga0721-20250429150341-1391040025446469,1,Energetic Dialogue,"(1) A female voice is heard speaking clearly and narratively, describing a story about someone with prosthetic legs. (2) A male voice interjects with sounds of agreement and short comments like ""Oh, right, right."" (3) As the woman continues, her voice becomes shaky and emotional, sounding as if she is on the verge of crying. (4) The sound of collective clapping and cheering is heard towards the middle-end of the clip. (5) The overall soundscape is clean studio audio with no significant background music, focusing entirely on the dialogue.",yga0721
yga0721-20250430140758-1435500961616519,1,Energetic Dialogue,"(1) A calm female voice reads a narrative in Mandarin. (2) A male voice suddenly interrupts with a loud, high-pitched Japanese shout 'Chotto Matte!', followed by rapid, high-volume speaking in a mix of Mandarin and Hokkien. (3) Fast-paced, upbeat comedic music begins, featuring electronic beats and variety-show style sound effects like 'boing' and impact noises. (4) The male voice remains energetic and loud, yelling and hitting the table, which creates percussive thuds. (5) The audio ends with the man's loud delivery of a joke followed by a brief silence or musical tail.",yga0721
yga0721-20250429162542-900814659316900,1,Energetic Dialogue,"(1) High-pitched, loud male vocals dominate the audio, speaking Mandarin and Taiwanese with an aggressive and excited tone. (2) An upbeat, fast-tempo electronic background track with strong percussion beats plays continuously. (3) A calmer female voice is heard briefly responding to the male speaker, creating a dialogue dynamic. (4) Sound effects (SFX) like sparkles or emphasis hits accompany the appearance of text overlays.",yga0721
yga0721-20251106013248-1220563339578319,1,Energetic Dialogue,"(1) Male vocals are heard in a conversational, fast-paced dialogue in Mandarin and Taiwanese, with light ambient office noise in the background. (2) A sudden transition occurs as a high-energy, bass-heavy electronic beat begins, and rhythmic male rapping vocals take over. (3) The music continues with a consistent upbeat tempo, featuring repetitive lyrical hooks and group vocal shouts that synchronize with the visual cuts.",yga0721
yga0721-20250429190331-786042677168901,1,Energetic Dialogue,"(1) High-energy, fast-paced male vocals start immediately, speaking in an excited and welcoming tone. An upbeat, rhythmic electronic BGM plays in the background. (2) Sound effects of a crowd cheering and clapping are layered over the main speech as the man announces the opening of small donations. (3) The male speaker continues with a high speech density, explaining the '5353' donation code. A female voice occasionally provides short, affirmative responses like 'Yes' or 'Correct'. (4) The music remains consistent in its upbeat tempo. (5) In the final phase, all three individuals are heard shouting a synchronized slogan together before the audio fades out.",yga0721
yga0721-20250501204334-2130096337823392,1,Energetic Dialogue,"(1) A male voice is heard immediately, shouting in a loud, confrontational tone using a mix of Mandarin and Taiwanese Hokkien. Ambient sounds of an outdoor park, including wind and distant movement, are audible in the background. (2) The shouting continues throughout the entire duration, with the speaker sounding increasingly agitated and repetitive. (3) No background music or intentional sound effects are present; the soundscape consists entirely of the vocal rant and natural ambient field noise.",yga0721
yga0721-20250502083058-1420619716263407,1,Energetic Dialogue,"(1) Upbeat, medium-tempo electronic background music starts. A male voice begins speaking in a lively, conversational, and slightly mocking tone. (2) The music remains constant while the male voice narrates various scenarios. (3) Frequent loud, genuine female laughter is heard as the male speaks. (4) The male voice maintains a high energy level with occasional emphasis on certain words for comedic effect. (5) Studio silence is replaced by the mix of voice, laughter, and light BGM.",yga0721
yga0721-20250501064141-895023786227361,1,Energetic Dialogue,"(1) Energetic, fast-paced upbeat music plays as a high-pitched male voice introduces the setting with excitement. (2) Sounds of laughter and playful chatter are heard as people struggle with their wetsuits, accompanied by the constant background music. (3) Clear, direct vocal recordings of different female speakers and one male speaker during interview segments, with the BGM lowering slightly in volume. (4) Underwater muffled sounds, bubbles, and regulator breathing noises become prominent during the diving scenes. (5) The music swells back to a high volume as the group celebrates finishing their dive, with many overlapping voices expressing relief.",yga0721
yga0721-20250502072009-1295059725764097,1,Energetic Dialogue,"(1) An energetic male voice speaks loudly and excitedly while upbeat, fast-paced electronic pop music plays. (2) The music continues at a steady volume as the speaker points out prices indoors; ambient store noise is minimal. (3) A female voice is heard briefly expressing surprise at the prices. (4) Outdoors, the sound of wind is audible along with a group of people collectively shouting ""Wow!"" in a celebratory tone. (5) Conversation between two males about currency conversion and price differences follows. (6) Fast-paced talking and occasional humorous sound effects (high-pitched squeaks) accompany the BAPE store segment.",yga0721
yga0721-20250501223707-2208394253232647,1,Energetic Dialogue,"(1) Upbeat, high-tempo pop music starts immediately as a male voice shouts excitedly with a high-pitched, energetic tone. (2) The male voice explains a game involving identifying squid while the female voice responds with brief, curious inquiries. (3) As the game begins, the male voice increases in speed and volume, shouting 'Faster!' repeatedly, accompanied by a ticking clock sound effect. (4) The audio transitions to a more structured promotional tone as the male voice describes telecom benefits, with 'cha-ching' cash register sound effects interspersed. (5) Background music remains energetic but slightly lower in volume to favor the clear, professional narration about data plans. (6) The video concludes with the male voice shouting a brand slogan followed by both characters making light vocalizations of excitement.",yga0721
yga0721-20250502075250-1379219033508350,1,Energetic Dialogue,"(1) Upbeat, fast-paced electronic music plays as a man and a woman engage in rapid-fire dialogue in Mandarin and Taiwanese. (2) Loud sound effects including bells and comedic buzzers punctuate the conversation. (3) The woman lets out high-pitched screams of excitement and laughter while the man makes groaning, mock-frustrated sounds. (4) Ambient chatter from other people in the room is heard in the background along with a 'ding' sound effect indicating a successful game outcome.",yga0721
yga0721-20260112023602-1159441849602125,1,Energetic Dialogue,"(1) A high-pitched and energetic male voice leads the audio, discussing 'holiday bonuses' and a card game called 'Shoot the Dragon Gate' (射龍門). (2) A second, slightly deeper male voice and a soft-toned female voice respond in turn, creating a dynamic multi-person conversation. (3) There is no background music throughout the primary dialogue, leaving a 'studio quiet' acoustic environment focused on vocal clarity. (4) Studio-added sound effects (SFX) of clapping and cheers are introduced around the middle mark to punctuate the discussion. (5) The recording ends with a brief, upbeat musical sting and a shared laughter track.",yga0721
yga0721-20250502134042-656422817530271,1,Energetic Dialogue,"(1) Two energetic male voices shout 'Fu... sion...' in unison over quiet ambient outdoor noise. (2) The voices culminate in a loud, sharp shout of 'Ha!' accompanied by a 'whoosh' sound effect. (3) A magical, shimmering sound effect (SFX) plays during the visual transition flash. (4) The monk character makes a brief vocal grunt as he strikes his final pose, followed by the fading magical chime.",yga0721
yga0721-20250430071129-2058015628381818,1,Energetic Dialogue,"(1) An energetic male voice starts speaking in Mandarin with a clear studio resonance, discussing holiday traffic. (2) A calm female voice interjects with a short response, followed by a playful rebuttal from the first speaker. (3) A third, theatrical male voice enters with high volume and a mocking tone, causing overlapping chatter. (4) Laughter from multiple individuals fills the audio space as the conversation pace increases. (5) No background music is present; only the direct vocal recordings and ambient studio silence are audible.",yga0721
yga0721-20250502094951-1436511421363506,1,Energetic Dialogue,"(1) High-energy male and female voices are heard speaking rapidly over an upbeat, rhythmic background track. (2) Clapping and cheering sound effects are added as a major announcement is made. (3) The male speaker's voice increases in volume and pitch as he excitedly lists specific items and their low prices. (4) Brief silence occurs between spoken segments, filled by the continuous electronic BGM and occasional 'whoosh' or 'ding' sound effects. (5) The voices synchronize for a final enthusiastic shoutout followed by fading music.",yga0721
yga0721-20250430054209-2275650622916016,1,Energetic Dialogue,"(1) A male voice starts by discussing employee management with an energetic and conversational tone. Background ambient is quiet studio quality. (2) A female voice laughs heartily and explains that she reassigns tasks rather than firing people. (3) The conversation shifts to geography as a slightly more muffled or character-accented voice (from the masked person) argues that Sanchong is closer to the city center than Beitou. (4) Multiple voices overlap in laughter and agreement, ending with a joke about an employee's commute and the sound of clapping and upbeat laughter.",yga0721
yga0721-20251114085028-2645943862435142,1,Energetic Dialogue,"(1) The audio begins with the sound of a woman crying loudly, followed by a man's energetic and slightly mocking voice in Mandarin. (2) Upbeat, fast-paced background music starts and continues throughout the video. (3) Sound effects of 'thudding' occur when the cardboard is hit, accompanied by loud shouting and laughter from multiple people. (4) The man's voice dominates as a narrator/presenter, speaking in a high-pitched, enthusiastic 'sales' tone to describe product features. (5) A clear sound of a toilet flushing is heard mid-video. (6) The audio concludes with playful banter between the man and woman over the fading background music.",yga0721
yga0721-20250828235156-866661932877617,1,Energetic Dialogue,"(1) Upbeat, energetic background music with a fast tempo starts immediately; a high-pitched, loud male voice begins a rapid-fire monologue about a calendar giveaway. (2) A female voice joins in intermittently with laughter and short affirmative responses as the male voice explains the giveaway period and the contents of the calendar. (3) The sound of paper pages flipping is audible underneath the constant, high-density narration; the male voice maintains an excited, promotional tone until the end.",yga0721
yga0721-20250430042309-917539137499884,1,Energetic Dialogue,"(1) Upbeat, medium-tempo electronic background music starts. A man's voice enthusiastically calls out a nickname, sounding excited. (2) A conversation between the man and the woman begins; they discuss the price of the item, specifically mentioning 'New Balance' and calculating the discount. Their tone is friendly and high-pitched. (3) Store ambient noise, including distant chatter and the shuffling of items, is heard faintly beneath the music and dialogue. (4) The music continues as the conversation ends with laughter and the sound of footsteps on the store floor.",yga0721
yga0721-20250502031932-1435473888322224,1,Energetic Dialogue,"(1) Upbeat, high-tempo electronic background music plays throughout. A male voice speaks with high energy and an excited tone in Mandarin. (2) A sharp 'boing' sound effect accompanies the toilet toy popping up, followed by a woman's brief scream and subsequent laughter. (3) The audio remains dominated by the fast-paced, synchronized dialogue between the man and woman as they unbox products. Various 'ding' and 'shimmer' sound effects are used to highlight the reveal of rare items. The music increases slightly in volume during the final promotional announcement.",yga0721
yga0721-20250220014001-1529316312527257,1,Energetic Dialogue,"(1) High-energy, upbeat electronic background music starts immediately. A male voice (Cai Aga) speaks very loudly and excitedly, introducing 'Duan She Li' (decluttering). (2) Sound effects like 'ding' and 'swoosh' accompany transitions. The male voice remains dominant, explaining the first concept about shoe cabinets. (3) A cash register 'cha-ching' sound effect plays when a price is mentioned. (4) Crinkling sounds of plastic bubble wrap are heard as it is moved. The male voice rises in pitch to show shock. (5) Short snippets of other voices (female and other males) are heard laughing and providing brief responses or interjections. (6) The audio ends with a humorous, fast-paced dialogue sequence and a final punchy sound effect.",yga0721
yga0721-20250729123929-2114801712672936,1,Energetic Dialogue,"(1) A female voice is heard narrating an anecdote in a bright, energetic tone with a low-volume, upbeat BGM in the background. (2) Multiple voices (one male, two additional females) provide verbal feedback with interjections like 'Really?' and laughter. (3) The primary female speaker imitates a telephone conversation, switching to a deeper, formal voice to say 'Annyeong haseyo' in Korean. (4) The soundscape becomes chaotic with loud, high-pitched laughter and screaming from the female guests as the story peaks. (5) The female storyteller says 'Oppa, saranghae' in a playful, high-pitched voice. (6) The segment ends with a male voice laughing and the audio fading into a clean studio silence.",yga0721
yga0721-20250830170718-1256430443060366,1,Energetic Dialogue,"(1) Fast-paced, rhythmic background music with clear sound effects of the foam rod hitting the table and the bottle sliding. (2) Music continues as two energetic male voices engage in a loud, fast-paced dialogue with frequent laughter. (3) The tone becomes slightly more instructional as one male voice clearly articulates the product name 'Centrum' and its benefits, though the upbeat music remains. (4) The audio ends with high-energy shouting and laughing as the sound of the foam rod hitting continues over the fading music.",yga0721
yga0721-20250430190231-1844263766239525,1,Energetic Dialogue,"(1) Upbeat, fast-paced Lo-fi jazz-fusion music starts immediately. Two male voices are heard talking excitedly with frequent bursts of loud laughter. (2) A female voice joins the conversation, matching the high-pitched, humorous tone of the males. The sound is clear, indicating a studio environment with no background noise. (3) The music stays at a consistent volume throughout, serving as a rhythmic bed for the continuous dialogue. (4) The voices occasionally overlap during moments of intense laughter before the music fades out into the final graphic card.",yga0721
yga0721-20250501073604-921250637010955,1,Energetic Dialogue,"(1) A medium-tempo, upbeat electronic background track with a steady beat begins. (A) A male voice speaks excitedly in Mandarin with a high-pitched, humorous tone. (B) BGM remains constant. (C) Faint ambient store background noise is present. (2) (A) A female voice is heard laughing off-screen in response to the man's actions. (D) A soft thud sound effect (SFX) is heard as the man pats the plush shell. (3) The music and high-energy vocal narration continue until the end of the clip.",yga0721
yga0721-20250306012006-1259968149368911,1,Energetic Dialogue,"(1) High-volume, energetic male vocals shouting in a mix of Mandarin and Taiwanese. Fast-paced, upbeat background music with a synth-pop style starts immediately. (2) Occasional short responses from a second male voice with a calmer tone. (3) The music maintains a constant rhythm while the main vocal transitions into a persuasive and fast-talking promotional style. (4) Specific sound effects (SFX) are audible during the bathroom scenes: the sound of a tube being squeezed, water splashing, and hands rubbing together. (5) In the final phase, the main vocal becomes even more rapid, emphasizing discount codes and links, accompanied by cheerful pop music and occasional 'ding' sound effects for text pop-ups.",yga0721
yga0721-20250803180212-2486495065078340,1,Energetic Dialogue,"(1) Multiple female voices greet the boss in unison with a respectful tone. A male voice responds casually. (2) The male voice asks a question about monthly performance. (3) A female voice answers with a specific high number. (4) The male voice gives a short instruction, accompanied by the sound of plastic cleaning tools being handled. (5) An upbeat, rock-style song with male vocals and distorted electric guitars starts and continues until the end as the sound of sweeping is heard.",yga0721
yga0721-20251224233719-879591824716940,1,Energetic Dialogue,"(1) Upbeat, medium-tempo background music with a light electronic feel starts immediately. Two male voices are heard talking excitedly in Mandarin and Taiwanese dialect. (2) Sound effects such as 'ding' and 'ping' are added as text overlays appear. The primary speaker's tone is very energetic and persuasive. (3) During the product demonstration, the music continues while a clear, professional-sounding voiceover (the man in the white jacket) explains the specific technical features of the chargers. (4) In the final segment, the two men laugh together, and the music swells slightly before fading out.",yga0721
yga0721-20250919052315-1824174681513645,1,Energetic Dialogue,"(1) A male voice starts by describing a lawyer ringing a doorbell. The tone is descriptive and steady. (2) Sound effects of a doorbell ringing three times are heard, followed by the mechanical sound of a lock being picked and a door opening ('Beep beep beep'). (3) The soundscape shifts to a multi-person conversation. A female voice imitates someone making excuses, followed by a male voice questioning her. The background music is a light, rhythmic beat that stays consistent in volume. (4) Laughter and overlapping dialogue occur as the group reacts to the story being told. Ambient noise is minimal, suggesting a studio recording.",yga0721
yga0721-20250715214232-2000995290459307,1,Energetic Dialogue,"(1) The video starts with a male voice speaking in a conversational, somewhat deep tone while ambient studio silence is maintained. (2) Another male voice enters, characterized by a higher pitch and frequent bursts of loud, energetic laughter. (3) The acoustic environment is dominated by the sound of multiple people laughing together in a studio setting. (4) In the final few seconds, a fast-paced, upbeat electronic background music track fades in for the outro.",yga0721
yga0721-20250528233229-904925422188220,1,Energetic Dialogue,"(1) Energetic male vocals in Mandarin start immediately, characterized by a high-pitched, loud, and humorous tone. (2) Continuous female laughter and occasional high-pitched giggles are heard in the background. (3) The acoustic environment is clean with no background music, typical of a studio setting. (4) The audio concludes with a final loud exclamation from the male speaker.",yga0721
yga0721-20250430073059-878353441487241,1,Energetic Dialogue,"(1) Upbeat, high-tempo background music with electronic beats begins immediately. A male voice speaks rapidly and enthusiastically in Mandarin. (2) Sizzling sound effects accompany close-up shots of food. The narrator's tone is energetic as he introduces different restaurants. (3) Music continues at a consistent volume; a second, deeper male voice provides a brief comment during the tempura section. (4) A female voice enters towards the end, speaking in a friendly, conversational tone while discussing a menu. (5) The primary male speaker returns with a high-pitched exclamation of surprise at the final price mentioned.",yga0721
yga0721-20250629211712-700339856378001,1,Energetic Dialogue,"(1) Multiple voices speaking Mandarin simultaneously in an excited tone, mimicking reporters. (2) A female voice repeats a rhythmic phrase '我也不知道' (I don't know either) several times. (3) A loud, sharp male voice shouts a name, causing a surge in volume and energy, followed by upbeat electronic background music.",yga0721
yga0721-20251018234450-2695298694159731,1,Energetic Dialogue,"(1) A male voice starts speaking in a narrative and humorous tone, recounting an anecdote. (2) Occasional bursts of group laughter and reactionary vocalizations (e.g., 'ooh', 'wow') from off-screen and on-screen participants. (3) No background music is present throughout the conversation, maintaining a focused podcast atmosphere. (4) The soundscape ends with a louder collective reaction and a brief silence during the end card.",yga0721
yga0721-20250804020437-1218381220481244,1,Energetic Dialogue,"(1) An upbeat, fast-paced pop background music plays continuously throughout. A male voice speaks in a high-pitched, excited tone with rapid delivery, occasionally shouting for emphasis. (2) A female voice enters, speaking in a friendly and conversational tone as she interacts with the male speaker. (3) Occasional ambient sounds of product packaging being handled and the faint murmur of other shoppers are heard beneath the dominant voices and music.",yga0721
yga0721-20250613134815-1400747154314200,1,Energetic Dialogue,"(1) A male voice speaks in a calm, steady, and serious tone in Mandarin. (2) No background music is present; only very faint ambient indoor air noise is audible. (3) The male voice says 'Thank you everyone' (謝謝大家) in a polite manner before the sound cuts out.",yga0721
yga0721-20250430121651-1429426552147072,1,Energetic Dialogue,"(1) A male voice (Mandarin) starts the video with an inquisitive and upbeat tone, followed by higher-pitched female voices responding in a casual, conversational manner. (2) As the conversation progresses, frequent bursts of group laughter and lighthearted banter are heard. (3) There are subtle sound effects added for comedic emphasis, such as 'boing' sounds or canned laughter overlays. (4) The speech density is high, with overlapping voices reflecting a group discussion. (5) The background has a clean studio-quality acoustic with no significant environmental noise.",yga0721
yga0721-20250503153511-2692705667759193,1,Energetic Dialogue,"(1) The audio begins with a group of voices speaking in Mandarin Chinese with high energy and a conversational tone. (2) Upbeat, lo-fi background music plays at a low volume throughout the discussion. (3) Distinct laughter from both male and female participants is heard frequently, punctuated by digital sound effects like a 'ding' for emphasis. (4) One male voice occasionally uses Korean phrases with a humorous, exaggerated accent. (5) The recording quality is clear, consistent with a professional studio environment.",yga0721
yga0721-20250703144906-1599529917748519,1,Energetic Dialogue,"(1) Upbeat, high-tempo pop-rock music starts immediately with an energetic male voice introducing the scene. (2) A second male voice joins, shouting enthusiastically in a professional sports-commentary style. (3) The soundscape is filled with overlapping fast-paced dialogue, loud laughter, and constant background music. (4) Ambient crowd noise from the stadium is audible underneath the main dialogue throughout the clip. (5) The music stays consistent in energy with occasional sound effects like dings and swooshes marking transitions.",yga0721
yga0721-20250413143530-3557373997738779,1,Energetic Dialogue,"(1) Rapid metallic ringing sounds of a service bell accompany high-pitched, playful arguing between a male and a female voice. (2) An upbeat, fast-tempo pop-style background music track fades in as the male voice becomes loud, energetic, and takes on a rhythmic, sales-pitch tone. (3) The male voice narrates product features with a professional but highly excited cadence, occasionally punctuated by subtle 'whoosh' sound effects during scene transitions. (4) A short dialogue segment occurs between the man and woman with a balanced vocal ratio over the music. (5) The male voice returns to a high-energy delivery for a final promotional offer, ending with a sharp, enthusiastic closing statement.",yga0721
yga0721-20250501010658-1970174680379219,1,Energetic Dialogue,"(1) A male voice begins speaking in an energetic and slightly sarcastic tone over an upbeat, rhythmic electronic background music. (2) The music continues at a steady tempo while the speaker's voice fluctuates in pitch to emphasize certain points, accompanied by occasional 'whoosh' sound effects during scene transitions. (3) The speaking pace remains fast until the very end, where a short, high-pitched giggle sound effect is heard as the male voice delivers a final punchline.",yga0721
yga0721-20250430132355-911246688132738,1,Energetic Dialogue,"(1) A man's voice leads the audio, speaking in Mandarin with a conversational and energetic tone, recounting a narrative. (2) A steady, upbeat electronic BGM with a moderate tempo plays at a lower volume in the background. (3) Occasional vocal interjections such as 'Oh', 'Wow', and laughter from both a female and another male voice are heard as reactions. (4) The audio maintains high clarity and consistent volume throughout, typical of a professional studio setup.",yga0721
yga0721-20250801204521-1399945411063914,1,Energetic Dialogue,"(1) A male voice begins speaking in Mandarin Chinese with a casual and observational tone. Background noise consists of muffled city ambient sounds and light wind. (2) The narration continues as the primary audio source, with the speaker explaining the purpose of the blue sponges on car doors in Korea. (3) No background music or significant sound effects are detected throughout the clip.",yga0721
yga0721-20250503053514-1415983970173746,1,Energetic Dialogue,"(1) (A) Vocals: A female voice speaking in Mandarin with a calm, storytelling tone. (B) BGM: Light, upbeat background music with a steady tempo. (C) Ambient noise: Studio quietness. (D) SFX: None. (2) (A) Vocals: A male voice enters, higher pitched and more excited, sounding defensive but humorous. (B) BGM: Continues as a consistent bed. (C) Ambient noise: None. (D) SFX: Loud, synchronized group laughter. (3) (A) Vocals: Overlapping voices of both the man and the woman in a fast-paced banter. (B) BGM: Remains consistent. (C) Ambient noise: None. (D) SFX: Repeated bursts of intense laughter from multiple individuals.",yga0721
yga0721-20250726013724-919756220581860,1,Energetic Dialogue,"(1) Energetic male voices are heard shouting 'Da tui!' (meaning 'Big legs' or 'Strong helpers' in slang) repeatedly in an excited, rhythmic tone. (2) As they start moving, the sound of wind and the friction of the snowboard against the snow becomes prominent. (3) Continuous, high-pitched screaming and laughing from both the adult males and the child fill the audio track as they accelerate. (4) The shouting subsides into victorious cheers and a final 'Yeah!' at the end of the run.",yga0721
yga0721-20250502043812-1447665770324166,1,Energetic Dialogue,"(1) Energetic and upbeat music plays loudly as a male voice sings enthusiastically in Mandarin. The sound of children's voices and general crowd chatter is present in the background. (2) Loud, high-pitched laughter from a male and female speaker overlays the music. (3) The singing continues, accompanied by rhythmic beats and electronic instrumentation. (4) Dialogue in Mandarin is heard as people at a table comment on the scene, with tones ranging from amused to mockingly concerned. (5) The audio concludes with a final humorous remark and fading music.",yga0721
yga0721-20250426140308-1470277038043280,1,Energetic Dialogue,"(1) Heavy wind noise and the distinct scraping sound of a snowboard on packed snow dominate the audio. A female voice speaks in Mandarin, excitedly challenging viewers to see how shaky the filming is while snowboarding. (2) The sound of wind and snow continues at a steady pace. (3) A sudden loud 'Ah!' is heard, followed by a soft thud and the muffled sound of impact with snow. (4) The video concludes with the sounds of the woman laughing and catching her breath.",yga0721
