,file,id,date_time,dur,media_id,visual_kmeans_lables,visual_kmeans_center_dis,visual_text
139,yga0721-20250604215252-1993435711610587,yga0721,2025-06-04 21:52:52,78.63,1993435711610587.2,2,0.5304829457628867,"(1) The video opens with a man in a white T-shirt featuring a masked figure graphic, sitting in a studio-like setting with a shelf of cat figurines. He gestures with a purple foam tube while speaking expressively. (2) A title card appears on a paper-textured background with text regarding house money management. (3) A close-up shows a person wearing a grotesque, wide-mouthed mask and a red hoodie, reacting dramatically. (4) The host in the white T-shirt hits the masked person with the purple tube in a comedic manner, with large red text overlays appearing on screen. (5) Another individual in a yellow mask with an exaggerated face speaks while gesturing broadly. (6) The scene shifts back to the host, who is laughing and shouting, surrounded by other people in the background. (7) A woman with long dark hair in a black hoodie is shown speaking seriously but with a hint of humor. (8) Confetti falls as a man in a tan shirt is jokingly hit, and several people cheer in the background. (9) The host returns to the frame, making exaggerated facial expressions and pointing at the camera. (10) The video ends with a montage of laughter and the host waving the foam tube alongside the masked characters."
140,yga0721-20250721201254-25950549954575805,yga0721,2025-07-21 20:12:54,71.01,2.5950549954575804e+16,3,0.8491965858871257,"(1) The video opens with a main male host in a white Nike hoodie standing in an indoor gym. He is gesturing enthusiastically while speaking to the camera. Behind him are several people in various athletic wear. The lighting is bright and even. (2) A transition brings a female guest expert into focus. She wears a black t-shirt and athletic shorts. She holds a blue and yellow korfball and demonstrates its features. The background remains the indoor sports hall with wooden floors and basketball hoops. (3) The scene shifts to active game footage where several young men and women are seen running on the court. Some are wearing green vests. They interact playfully, with some girls jokingly pushing each other. The camera captures medium and wide shots of the action. (4) Quick cuts show a professional korfball match on a screen or as a cutaway, highlighting high-level play. This is followed by more footage of the group in the gym practicing shots and passing. The editing is fast and rhythmic. (5) A final segment shows the female expert holding a trophy while surrounded by the other participants. They are all smiling and laughing in a medium shot. Colorful text overlays continue to appear frequently until the end of the video."
141,yga0721-20250606013050-1398393441780729,yga0721,2025-06-06 01:30:50,13.56,1398393441780729.0,0,0.9166773919961748,"(1) A woman with long dark hair, wearing a white t-shirt and an olive green jacket, stands in a kitchen-like setting. Behind her is a large white refrigerator with a Panasonic logo. She looks down at a table where a young child with dark curly hair is seated. A man's hand enters the frame holding green chopsticks, pointing at food. (2) A close-up reveals a second woman with dark hair and dental braces, wearing a black t-shirt. She is smiling and leaning forward, looking intently at the child with a playful expression. The room is well-lit with bright, even indoor lighting. (3) The scene returns to the child sitting in a light-colored chair. She turns her head away from the food being offered by the adult hand. On the table, there are bowls of rice and soup, along with plates containing green leafy cabbage. (4) The child exhibits a dramatic physical movement by leaning her head far back and opening her mouth wide, signifying a loud vocal refusal. The woman in the green jacket remains in the background, observing the child's reaction. (5) The child quickly slides out of her seat and runs out of the frame toward the left side. The woman in the green jacket looks directly toward the camera, her expression shifting from observation to a broad, relieved smile. (6) A final close-up shows the woman with braces grinning widely, her mouth open in a cheer. She pumps her right fist in the air in a celebratory gesture. The background is a simple, plain wall in the home."
142,yga0721-20250609090720-1402024218067507,yga0721,2025-06-09 09:07:20,47.28,1402024218067507.0,2,0.0,"(1) A man with brown hair, wearing an orange T-shirt with the text 'Your mind is...' and white headphones, sits in a studio environment. He speaks animatedly into a professional black microphone. The background features white brick-patterned walls and shelves containing various colorful collectible figurines and anime-style posters. (2) The scene cuts to a person wearing a large, oversized yellow mask with thick black eyebrows and a wide smiling mouth. This individual is seated on a brown sofa in front of a teal curtain, with a Starbucks cup visible on a nearby table. (3) The man in the orange shirt is seen again, gesturing emphatically with his hands and pointing toward the camera as he continues his story. (4) A woman in a white graphic T-shirt with her hair styled in a high bun appears next to the man, laughing and participating in the conversation. (5) The man holds up a blue camouflage-patterned smartphone and then presents a yellow paper document to the microphone, which contains columns of handwritten or printed Chinese text and a red box highlight. (6) The video frequently cuts between these three participants as they laugh and react to each other's comments with high energy."
143,yga0721-20250629233447-1449591370216406,yga0721,2025-06-29 23:34:47,90.0,1449591370216406.0,3,0.8571232285884878,"(1) A man with short brown hair wearing a white t-shirt and black pants squats dramatically next to a bed with pink floral patterned blankets where a person is sleeping. The room is a minimalist bedroom with beige walls and soft lighting. Large white text overlays appear at the top. (2) In a modern kitchen with grey cabinetry and integrated appliances, the man holds a white ceramic-coated tumbler with a blue bottle logo. He then moves to a sink with a black faucet, washing a small grey container before standing by a large window overlooking a lush green mountain landscape. (3) The man aggressively clears a white table of tangled white and grey electronic cables and a tablet. He then introduces a black Philips 3-in-1 magnetic charging station, placing it firmly on the table. The lighting is bright and even, highlighting the product's texture. (4) Detailed close-ups show the man's hands handling a white magnetic charging cable and attaching an iPhone, Apple Watch, and AirPods to the charging dock. The phone screen displays a cartoon face with a charging indicator. Blue and white graphics with product names appear over the frame. (5) In a spacious living room with a white leather sofa, a woman with long hair in a striped shirt sits laughing and using her phone. The man carries a blue trash bag out of a modern elevator and then transitions to a car interior, where he mounts his phone onto a glowing purple magnetic car charger. (6) The man returns home carrying a large floral grocery bag. He takes a small black magnetic power bank from his pocket and hands it to the woman on the sofa. The woman smiles and continues using her phone with the power bank attached. (7) The video concludes with the man standing in front of a white wall and a desk covered with various Philips charging products, gesturing enthusiastically toward the camera while large, bold yellow and blue promotional text overlays fill the screen."
144,yga0721-20250728002308-741984545640716,yga0721,2025-07-28 00:23:08,76.54,741984545640716.0,2,0.701368770084978,"(1) The video opens with a close-up shot of a white ceramic dish shaped like a leaf, held by a person. Inside the dish are several bright orange, glossy, and translucent soft-gel capsules. The background is blurred, showing a person wearing large white over-ear headphones. (2) The scene cuts to a medium shot of a man with brown hair, wearing a white t-shirt with a green graphic and large white headphones. He is sitting in a brightly lit studio filled with figurines on shelves. He gestures energetically with his hands while talking. (3) The camera focuses on various product boxes as the man holds them up. First, a dark blue box with the label LPC-DHA is shown, followed by a white iridescent box for NMN capsules. He moves the boxes close to the lens for detail. (4) A close-up shows the man holding a white dish containing white, opaque capsules. He picks one up with his fingers to show its size and smooth texture against the bright studio lighting. (5) The shot transitions to a close-up of a white box labeled 'TRIPEPTIDE'. The man points at the box while continuing his enthusiastic presentation. (6) A shallow white dish containing fine white powder is shown in a close-up. The person's hand holds the dish, moving it slightly to show the consistency of the collagen powder. (7) The final phase shows the man sitting behind a desk with a Shure microphone. He holds up a printed sheet of paper listing exclusive prices and offers for the three products mentioned, smiling and pointing at the text."
145,yga0721-20250611065317-734448796165919,yga0721,2025-06-11 06:53:17,67.39,734448796165919.0,3,0.868235729461724,"(1) A man with styled brown hair, wearing a paneled jacket of navy, tan, and pink, stands outdoors in front of a storefront. He has his arms crossed and speaks with an expressive face. Background elements include signs for 'MONKEYGYM' and '鍼灸' under natural daylight. (2) The scene shifts to a restaurant interior with bright overhead lighting. A massive burger with multiple meat patties, cheese, bacon, and lettuce is shown in a close-up, accompanied by a large pile of seasoned french fries and a tall glass of iced dark soda on a wooden table. (3) A man in a black NASA sweatshirt and white gloves is seated indoors. He uses his hands and a fork to pull apart the large burger, appearing slightly overwhelmed while chewing. A server with her hair in a bun is visible working in the background. (4) A rapid sequence of cuts shows the man eating the burger and fries at a high speed. Graphic overlays including a clock icon and various captions appear frequently. He periodically takes quick gulps of the soda through a straw. (5) The man holds up an empty, clean plate toward the camera, making a comical, triumphant facial expression with wide-open eyes and mouth. The surrounding environment remains the bright, casual restaurant interior."
146,yga0721-20250611065634-2360894914350137,yga0721,2025-06-11 06:56:34,10.73,2360894914350137.0,3,0.8873315984392148,"(1) A person wearing grey sweatpants and red patterned socks steps into a pair of brown leather shoes with three velcro straps. The setting is indoors on a light wooden floor next to a grey rug with soft, bright indoor lighting. (2) The scene cuts to the person stepping into mustard yellow suede shoes with white laces and chunky soles; the text 'wander' appears on the left. (3) The person steps into bright blue canvas sneakers with white laces; the text 'ADER' appears above the rug. (4) The person steps into beige chunky sneakers with a prominent wavy midsole design on the light wooden floor. (5) The person steps into off-white leather sneakers with a cream-colored sole; the text 'northwave' appears on the left side of the frame. (6) The person steps into red textured, almost knit-like sneakers with thin laces; the text 'CAMPER' appears above the shoe. (7) The person steps into black chunky trail-style sneakers with a thick sole and complex layered construction on the wooden floor. (8) The camera cuts to a medium shot of a smiling man wearing a blue striped t-shirt and a blue baseball cap, holding the mustard yellow and blue shoes in both hands against a plain white wall."
147,yga0721-20250919011014-1414797209996996,yga0721,2025-09-19 01:10:14,70.55,1414797209996996.0,3,0.5237046617965846,"(1) A young boy wearing a white jacket and blue-striped trousers stands on a wooden boardwalk at an outdoor animal park. He holds a small silver fish high in the air with his right hand. Suddenly, a large grey heron swoops down from behind, its broad wings flapping vigorously as it snatches the fish from the boy's grasp. The boy's face is caught in a moment of pure shock with his mouth wide open, while several onlookers in the background, including a woman in pink and a man in a cap, watch with startled expressions. (2) The scene transitions to the boy leaning over a polished metal railing, looking down into a bright blue pool of water where a dark-colored sea lion is swimming. A man in a tan long-sleeved shirt and a black baseball cap stands next to him, holding a paper brochure. The background features a green structure with vending machines and lush green trees under a bright, overcast sky. The lighting is even and natural, highlighting the textures of the wooden deck and the metal railings. (3) Back on the boardwalk, the boy prepares to feed the birds again. He holds the fish up while a countdown text appears on screen. The camera captures the tension through a medium shot. As the count hits one, the heron strikes again with precision, grabbing the fish directly from the boy's hand. The video utilizes a slow-motion effect to emphasize the bird's movement and the boy's flinching reaction. A man with a large professional camera is visible in the background, documenting the incident. (4) A series of reaction shots show the boy's family. A woman in a pink outfit is bent over, laughing uncontrollably while pointing at the boy. A young boy with glasses stands perfectly still, his eyes wide in a state of comical shock. The heron is later shown perched calmly on a metal railing, looking towards the camera as if posing. The final shot places a cartoon crown graphic over the bird's head, accompanied by text celebrating it as the 'MVP' of the day."
148,yga0721-20250613070422-1215001484101811,yga0721,2025-06-13 07:04:22,58.56,1215001484101811.0,2,0.4617843061239157,"(1) A man wearing a yellow cartoon mask with blue hair and a white button-down shirt over a graphic tee sits in a studio chair. He gestures with his left hand while his right hand remains near a black broadcast microphone. Behind him is a white curtain and a floor lamp with a white shade. (2) The scene cuts to a wider shot of a man in a blue and white color-blocked t-shirt wearing white headphones and a woman in a black hoodie sitting on a brown leather sofa. The background features various figurines, framed posters, and a white brick wall. (3) Focus shifts to a man wearing a brown bob wig, dark sunglasses, and a red hoodie. He sits with his arms crossed on a black pillow featuring a graphic illustration. (4) A series of quick cuts between these participants occurs. They exhibit high-energy body language, including pointing, clapping, and wide mouth movements indicating laughter. Graphical overlays with text and small circular character avatars appear periodically at the bottom of the frame."
149,yga0721-20250616013144-874494918837112,yga0721,2025-06-16 01:31:44,30.14,874494918837112.0,3,0.8269720103341335,"(1) A woman wearing a black and white patterned vest over a white dress sits at a wooden table, attempting to pull a long strip of toilet paper. A man wearing a white t-shirt and a beige baseball cap leans over her shoulder, blowing on her neck and ear to distract her. Both individuals are laughing and smiling brightly in a well-lit indoor room with white walls and simple wooden furniture. (2) The small yellow giraffe toy placed on the toilet paper strip wobbles and falls over onto the table surface. The woman reacts with a shocked but amused expression while the man cheers loudly, raising his fist in celebration of his successful interference. Yellow variety show text overlays appear at the top and bottom of the screen. (3) The roles are reversed as the man now attempts the game. He wears an expression of intense focus while holding the toilet paper roll. The woman leans in very close to his face, blowing into his ear. He winces and pulls away slightly but tries to maintain his grip. The background is a plain white wall with a wooden cabinet visible. (4) The man looks towards the camera, talking in a high-energy, comedic tone. He appears slightly defeated but playful. The woman is seen in the background running away and celebrating. A black and white filter is briefly applied to the man's face to emphasize his dramatic reaction. A scoreboard with digital timers and small avatars appears at the end."
150,yga0721-20250619155016-5187689608122001,yga0721,2025-06-19 15:50:16,83.87,5187689608122001.0,3,0.8334107259914165,"(1) A man with short brown hair, wearing a white oversized t-shirt and vertical striped pants, stands in a brightly lit indoor living area. He holds a purple mop and moves it energetically toward the camera, smiling and gesturing widely with his hands. A purple mop bucket and product boxes are visible on a small table. (2) The camera focuses on the white circular microfiber mop head as it is held close to the lens. The scene transitions to the mop being pushed down into a purple bucket to spin-dry, followed by a shot of the mop cleaning a light-colored tiled floor. (3) A woman with long dark hair, wearing a grey zip-up hoodie, appears alongside the man. She holds a different, fluffier white mop pad near her face, smiling and pointing at its texture. (4) Close-up shots of a bathroom floor with significant standing water are shown. The mop pad is placed on the water, and it visibly absorbs the liquid. The man reappears, holding the mop handle and pointing at the mop head with a surprised expression. (5) The man and woman stand together, holding multiple white mop pads. The man gestures with his hands to emphasize the number of pads, while the woman nods. They are in the same well-lit indoor setting. (6) The man becomes even more energetic, swinging the mop handle in the air while holding a small colorful polka-dot bag. Graphical overlays of a polka-dot suitcase and a matching helmet appear on the screen as he continues to move and point excitedly."
151,yga0721-20250628071940-2068888097298707,yga0721,2025-06-28 07:19:40,66.74,2068888097298707.2,2,0.7607997200078032,"(1) The video begins with a medium shot of a man with wavy black hair, wearing a black t-shirt with a face graphic, speaking directly to the camera in a brightly lit indoor studio. The background features a mirror reflecting the room, trophies on shelves, and large Chinese characters on the wall. A woman in a white hoodie enters from the right, smiling and gesturing as they converse. (2) The scene cuts to the man performing a standing toe-touch stretch on a dark, reflective wooden floor. He wears white martial arts pants. The setting is a traditional martial arts training hall with various equipment, including blue mats and storage boxes, visible in the background. (3) A young woman in a green sweater and black pants demonstrates a fast spinning leg sweep. The camera follows her movement as she exits the frame. The woman in the white hoodie then attempts a simpler leg movement but loses her balance, leading to a comedic freeze-frame edit with question marks and a black-and-white filter. (4) A female martial arts instructor in a white training uniform and dark pants demonstrates complex sword techniques, including a smooth floor roll while holding a sword with a red tassel. The background shows wooden storage cubbies filled with shoes and trophies. (5) The woman in the white hoodie and another person in a gray hoodie attempt the floor roll with the sword. They appear clumsy, often getting stuck or rolling awkwardly, while the instructor provides guidance through hand gestures and physical adjustments. (6) The man in the black t-shirt successfully performs the floor roll with the sword in a single, fluid motion, looking back at the camera confidently. (7) The woman in the white hoodie is seen laughing hysterically while sitting on the floor, unable to complete the move. The instructor stands nearby, smiling and talking to the group as the video concludes."
152,yga0721-20250627230621-1613223593356507,yga0721,2025-06-27 23:06:21,65.62,1613223593356507.0,2,0.7878722473202866,"(1) Indoor kitchen setting. A man in a white t-shirt (Cai Aga) expresses shock with wide eyes and open mouth while holding a white tablet and a blue pen. To his left, another person's arm wearing a beaded bracelet is visible. The background is a white tiled wall with some decorative plants on shelves. (2) Inside a food production facility. Two men in full white cleanroom gear (suits, caps, and clear masks) stand side-by-side. The man on the right (WanWan Liang owner) gestures while talking, and the man on the left (Cai Aga) smiles broadly. (3) A woman in a cleanroom suit (Erbo) is featured in a medium shot, smiling and talking animatedly while looking off-camera. She raises her hands in a playful gesture. (4) Three people in cleanroom suits are gathered around a workspace. The woman in the center is actively kneading a piece of dough, while the two men watch and laugh. (5) Back in the kitchen, a man (WanWan Liang owner) speaks directly to the camera with an expressive face. On the left, Cai Aga is shown from the side, holding chopsticks and eating a dumpling. (6) Cai Aga is shown in a medium shot, holding a small white product box and pointing a single finger as if making a key point. He looks impressed. Plates of cooked dumplings are arranged on the counter in front of him. (7) The WanWan Liang owner gestures with both hands as he explains the product. He wears a red logo on his white t-shirt. (8) A close-up shot of a bowl of beef noodles featuring large chunks of meat, green vegetables, and noodles in a dark broth. (9) The man holds the bowl of beef noodles up to the camera, using chopsticks to lift a piece of meat to show its texture. (10) Cai Aga is shown reacting with pure joy and laughter, raising a hand while holding a bowl of noodles. (11) Both men stand together in the kitchen, cheering and gesturing towards the camera with high energy. (12) The WanWan Liang owner speaks his closing remarks, gesturing with open palms towards the viewers."
153,yga0721-20250630124033-1085900153665565,yga0721,2025-06-30 12:40:33,55.96,1085900153665565.0,2,0.3693971917078894,"(1) A man with brown hair wearing large white headphones and a black t-shirt with 'HAHABABY' printed on it sits in a studio. He speaks expressively with his hands, moving them in a circular motion. The background features light-colored brick-patterned walls and various pop-culture figurines and artwork. (2) The scene cuts to a figure wearing a large, yellow-faced cartoon mask (Big Head Buddha) sitting on a leather couch, holding a yellow patterned pillow. A microphone on a stand is positioned in front of them. (3) Cut back to the man in the black t-shirt, who continues to talk with animated facial expressions, squinting his eyes and gesturing towards the camera. (4) The camera switches to a woman sitting on the same couch next to the masked figure; she has her hair tied up in a bun and is wearing a white graphic sweatshirt. She smiles and gestures with her right hand while leaning back. (5) Transition to a two-shot of the man and the woman sitting on the couch, both laughing heartily. The man is holding his hands together as if in a humble gesture. (6) A split-screen shot appears, showing the man in the top half and the masked figure in the bottom half. Both are positioned within their respective studio settings, engaged in the ongoing conversation. (7) The final frame is a graphic overlay with a channel logo, a 'subscribe' prompt, and social media handles over a blurred image of the man."
154,yga0721-20250723133158-905280195794320,yga0721,2025-07-23 13:31:58,88.33,905280195794320.0,2,0.7112172377259616,"(1) The video opens with a man in a black polo shirt and white over-ear headphones sitting in a studio. He sits behind a professional black microphone and gestures with his hands toward two wooden trays on the table filled with various dried fruits and nuts. The background features shelves packed with colorful character figurines and toys under warm studio lighting. (2) As he begins listing items, large, stylized yellow and white text overlays pop up in the center of the frame, occasionally flashing. He gestures emphatically, pointing upwards and outwards while holding a white piece of paper. (3) He picks up and displays a peach-colored snack bag labeled 'EATON' to the camera. The camera zooms in slightly as he points to the brand logo and the ingredients listed on the back. (4) A large brown wicker picnic basket is brought into the frame from the right. He holds it up, demonstrating its size and handle. (5) A woman in a grey sweatshirt appears on the right side of the frame, interacting with the man. They hold up small yellow tongs shaped like hands and a digital painting kit. The scene switches between close-ups of the items and medium shots of the two hosts. (6) He continues showing various 'EATON' snack bags and gift items, including a framed peach painting, while large promotional text detailing gift tiers appears at the bottom of the screen."
155,yga0721-20250629100015-4466633000236611,yga0721,2025-06-29 10:00:15,13.89,4466633000236611.0,4,0.9313771978835091,"(1) A young man stands inside a brightly lit train carriage, holding onto a white hand strap. He is wearing a black baseball cap, dark sunglasses, a black utility vest over a black t-shirt, loose black trousers, and chunky white sneakers. To his left, purple padded seats are visible, and the floor is a light wood-grain texture. (2) The man releases the hand strap and performs a quick rhythmic dance movement with his hands before turning toward a foldable purple seat attached to the wall. He reaches down with his right hand and pulls the seat cushion downward into a horizontal position. (3) He sits down on the newly deployed purple seat, resting his olive-green crossbody bag on his lap. He looks directly at the camera, gives a thumbs-up gesture with his right hand, and then transitions into a peace sign, maintaining a cool and composed facial expression."
156,yga0721-20250708005459-25531643466507774,yga0721,2025-07-08 00:54:59,40.68,2.5531643466507776e+16,3,0.7236752686660366,"(1) The creator stands in the vibrant Dotonbori district, Osaka. Behind him, the iconic Glico Running Man sign is illuminated against a clear sky. He wears a black cap and t-shirt, holding the camera in a selfie position. His expression is one of slight annoyance or boredom, contrasting with the energetic background. Passers-by are visible on the bridge. (2) A quick cut to the man inside a cozy, wood-toned cafe. He sits at a table with a tall glass of a milkshake-like drink, sipping through a red-and-white striped straw. He looks off-camera with a blank, unimpressed expression. The lighting is soft and warm. (3) He is now in a bright shopping mall corridor. He carries a white shopping bag over his shoulder while wearing a black-and-white patterned jersey. He glances around the corridor, still maintaining his signature unenthusiastic facial expression. (4) Standing outside near a Lalaport entrance, he takes a sip from a white paper coffee cup. The architecture is modern and grey. He looks directly at the camera with a subtle squint, as if the light is too bright or he is just weary. (5) In a restaurant setting, he sits before a variety of dishes including dumplings, fried chicken, and a steamer basket. He uses chopsticks to pick up a dumpling, looking at it with a lack of excitement before eating. (6) A mirror selfie in a minimalist fitting room. He wears a black-and-white patterned baseball jersey and cap. He turns to show the back of the garment while holding his phone to capture the reflection. (7) Back at a food court or noodle shop, he slurps noodles from a bowl. The camera is close, capturing his neutral, focused face. A staff member in a black uniform is visible in the background. (8) The final scene is at night inside a red ferris wheel cabin. He sits against the window with the city's neon lights blurred in the background. He looks particularly melancholic, almost tearful, gazing into the distance as the video concludes."
157,yga0721-20250711010622-1551087129303341,yga0721,2025-07-11 01:06:22,89.91,1551087129303341.0,3,0.8964232706725576,"(1) A woman with medium-length brown hair wearing a pink t-shirt with a cartoon logo points toward an off-screen area. She stands in a brightly lit indoor space with white walls and a minimalist shelf holding small potted plants. (2) The scene transitions to a white hallway where the woman interacts with a man wearing a light blue cap, a black utility vest over a white t-shirt, and blue denim shorts. He holds a white electric floor cleaner. They engage in an animated conversation with exaggerated facial expressions. (3) The man points a white remote control toward a ceiling-mounted air conditioning unit while the woman watches. The setting is a modern office or home interior with bright, even lighting. (4) Close-up shots show the woman eating yellow slush from a glass and looking thoughtfully at the camera. The man presents various bags of snacks and gestures excitedly. (5) A technical demonstration follows, showing a black and grey 'DIKE' brand appliance. Hands pour yellow and white liquids into the machine's reservoir. The control panel displays blue digital text and icons. (6) The man and woman are now in a kitchen area with white cabinets and a refrigerator. They stand next to a portable air conditioning unit. The man gestures broadly with both hands, showing high energy. (7) A sequence shows a woman pushing a white portable AC unit on wheels through a living room with a grey sofa and colorful cushions. Close-ups focus on the unit's touch-sensitive control panel being operated by a hand. (8) The final phase features both characters holding small white handheld and neck-mounted fans while standing in the kitchen area. A wide shot displays the full product lineup, including the slushie machine and multiple air conditioning units on a counter."
158,yga0721-20250706214259-1696376831333422,yga0721,2025-07-06 21:42:59,72.36,1696376831333422.0,2,0.5556517448220739,"(1) The scene opens in a brightly lit room with white brick walls. A man wearing a white beanie and a light blue sweatshirt with a cartoon graphic stands next to a woman in a blue camouflage jacket. They are positioned in front of a person wearing a large, smiling orange mask with blue hair who is seated in a red chair. (2) The room is filled with glass display cases containing various anime figurines, notably characters from Dragon Ball. The man in the beanie is animated, talking with his hands and pointing towards the masked figure. White text overlays appear on the screen to emphasize certain words. (3) The camera cuts to a medium shot of the man in the beanie, then back to include the woman and the masked person. The woman claps her hands enthusiastically. (4) A different man, wearing a black shirt and large white headphones, is shown sitting at a desk with a professional microphone and a cup of coffee. He claps his hands together in a studio-like setting. (5) A montage begins with a woman in a white dress playing a dark brown bass guitar inside a concrete tunnel with bright overhead lights. (6) The montage continues showing a woman smiling in a garden with pink flowers, followed by two young women in Japanese-style school uniforms walking and running along a grassy embankment next to a river under a cloudy sky. (7) The video concludes with a black screen featuring white and red Chinese text and numbers indicating dates."
159,yga0721-20250706123635-2100026870760104,yga0721,2025-07-06 12:36:35,59.26,2100026870760104.0,3,0.894542911791388,"(1) Split-screen comparison begins. Top: A girl with long hair, wearing a white Hello Kitty t-shirt and plaid skirt, walks happily through a narrow, sunlit Japanese alleyway while carrying a red shoulder bag. Bottom: A short-haired girl in a black t-shirt and jeans mimics the walk inside a modern, brightly lit office or studio space with glass partitions and white cabinets. (2) Scene shifts to a 'rain' sequence. Top: The long-haired girl opens a clear umbrella outside as water is poured from above, laughing as she reaches out her hand to catch the 'raindrops' under the sunny sky. Bottom: The short-haired girl uses a broken, bent umbrella frame indoors, while someone pours water from a light blue elephant-shaped watering can onto her outstretched hand, creating a humorous imitation. (3) Energetic spinning and dancing follow. Top: The girl spins around in a lush green park under bright natural sunlight, her arms wide. Bottom: The other girl mimics the same motion in an indoor room with a vibrant yellow fabric backdrop. The split-screen editing remains synchronized, showing identical poses and expressions across both environments. (4) A close-up collage of activities. Top: The long-haired girl is seen in a coin laundry sucking on a red lollipop, and later walking her small white dog. Bottom: The short-haired girl drinks from a large plastic water bottle and mimics the dog-walking scene using a colleague on the floor as the 'dog', emphasizing the low-budget comedic theme. (5) Musical climax. Top: The girl aggressively plays a real electric guitar in a concrete tunnel, tossing her hair with high energy. Bottom: The short-haired girl mimics the guitar performance using a purple and white mop, shaking her head vigorously in the same rhythm while standing in a minimalist indoor living room. Fast editing cuts accentuate the intense musical performance."
160,yga0721-20250718012706-25955036230759552,yga0721,2025-07-18 01:27:06,56.01,2.595503623075955e+16,3,0.8944707252499242,"(1) The video begins with a close-up of a young woman with her hair in a bun, leaning her head towards a red swing rope. The setting is an outdoor park with soft sunlight and a blurred background of greenery and a running track. (2) The scene shifts to a selfie-style shot of the same woman smiling broadly at the camera in a warmly lit indoor environment with a soft-focus background. (3) A medium shot shows the woman sitting on a brown leather couch, holding a green bag of Calbee potato chips and eating one while looking pensively at the camera. (4) The woman is then seen outdoors on a beach at dusk, wearing a white sundress and carrying a woven bag. She walks through shallow water and waves at the camera with a joyful expression. (5) Transition to a dimly lit indoor scene where the woman is seen in profile, looking down with a somber expression; the lighting is low and moody. (6) A handheld shot captures the woman at a birthday celebration, holding a small plush bee toy. A 'HAPPY BIRTHDAY' banner and a panda plush are visible in the background as she laughs and interacts with the toy. (7) A wide shot shows a road intersection with a large 'T' sign near a coastal area under an overcast sky. (8) Inside a vehicle, the woman is seen with sunlight dappling her face as she looks out the window, followed by a shot of her blowing bubbles from a colorful toy wand outdoors. (9) Night scenes follow, showing the woman in a car with rain streaking the windows; she appears distressed, holding her head in her hands. (10) The woman stands alone in a field with barren trees under a grey sky. Double exposure effects are used to overlay her face over the landscape. (11) Rain is seen falling on a wet asphalt road at night with car headlights reflecting on the surface. (12) The video concludes with a close-up portrait of the woman looking directly at the camera with a neutral, serious expression, followed by stylized text overlays."
161,yga0721-20250711025747-881024924693052,yga0721,2025-07-11 02:57:47,52.8,881024924693052.0,3,0.918540936729672,"(1) A young woman with long dark hair, wearing a white t-shirt and blue cargo jeans, sits on a bed with a colorful floral blanket. She initially looks thoughtful with her hand to her chin, then smiles and points her index finger upwards. The background is a brightly lit indoor bedroom with beige wardrobes. (2) A man wearing a white t-shirt and grey joggers enters the frame. They engage in a playful conversation; he gestures towards her and himself, laughing heartily. The woman reacts with laughter and gestures back. (3) A close-up shot displays two bottles of Lenor laundry scent beads, one blue and one white, with decorative labels. Graphic overlays highlighting brand features appear on the screen. (4) The scene returns to the bedroom where the man pulls a grey t-shirt from the wardrobe. The woman leans in to smell the garment and expresses pleasant surprise. (5) The man is shown outdoors, wearing a black sports jacket and a cap. He pulls at his collar to smell the fabric, looking satisfied. (6) Close-up shots show liquid being poured into a washing machine dispenser, followed by the man pouring blue scent beads from a bottle cap into the machine. (7) The man is seen putting pink clothes into the washing machine while smiling and looking at the camera. (8) The final shot shows the man in the foreground holding and pointing to two bottles of the product, while the woman sits on the bed in the background, smiling."
162,yga0721-20250712050033-783573714778400,yga0721,2025-07-12 05:00:33,50.99,783573714778400.0,3,0.933372567761254,"(1) Close-up of a young woman with orange hair and a somber expression, wearing a black uniform with white stripes on the collar, set against a dark blue background. (2) A person's silhouette is framed against a bright, low-angle sun over water, creating a strong lens flare and high contrast. (3) Close-up of hands lighting several candles on a cake in a darkened room, with the woman's face partially visible in the background. (4) The woman is seen in a side profile, looking out of a moving vehicle's window at an urban landscape under daylight. (5) In a dimly lit room, a person with long dark hair sits at a desk, leaning forward as if reading or writing. (6) A hand is shown writing characters on a piece of paper, followed by a shot of a letter with an attached photograph of the woman in a school uniform. (7) Silhouette of a person wearing a translucent veil in a bright, ethereal setting. (8) A white paint roller moves across a surface, followed by a close-up of the orange-haired woman looking upwards with an expectant or confused expression. (9) The woman walks through a convenience store aisle lined with bottled drinks, while vertical white text overlays the center of the frame. (10) Close-up of two miniature camera-shaped keychains held in a hand, then a long shot of two figures near a large electrical transmission tower in an open field. (11) POV shot of hands reaching into a refrigerator to grab soda cans, followed by the woman looking back at the camera in a dramatic red-lit environment. (12) Symbolic imagery of dark red lilies dripping with a thick dark liquid, and the woman clutching her head in a dark space as if in distress. (13) An extreme close-up of eyes looking contemplative, then the woman screaming inside a car. (14) The woman is shown curled in a fetal position on a dark floor with purple lighting, then smiling while touching her forehead. (15) Final sequence shows the woman floating in a dark void and standing before a projection of a human face, ending with withered flowers dripping dark liquid."
